id_vivienda,comuna,tipo_vivienda,num_dormitorios,num_banos,superficie_m2,ano_construccion,material_paredes,material_techo,num_personas_hogar,num_hombres,num_mujeres,num_menores_18,num_adultos_18_64,num_adultos_65_plus,ingreso_mensual_hogar,jefe_hogar_edad,jefe_hogar_sexo,jefe_hogar_educacion,agua_potable,electricidad,gas_natural,internet,telefono_fijo,vehiculo_propio,tenencia_vivienda
VIV_004906,Santiago,Departamento,5,3,164.6,1961,Adobe,Tejas,9,7,2,2,1,6,842898,55,F,Técnica,No,No,Sí,No,No,Sí,Cedida
VIV_004907,Ovalle,Mediagua,5,1,158.3,1978,Madera,Losa,1,1,0,0,1,0,2698630,44,F,Sin estudios,Sí,No,Sí,No,Sí,Sí,Ocupación irregular
VIV_004908,San Fernando,Mediagua,4,3,66.8,1982,Madera,Zinc,3,1,2,0,3,0,314111,76,M,Universitaria,Sí,Sí,No,No,No,No,Propia
VIV_004909,Stgo,Casa,1,2,118.1,2003,Ladrillo,Losa,4,0,4,2,0,2,1436995,61,M,Básica,No,No,No,Sí,Sí,No,Cedida
VIV_004910,Los Andes,Departamento,5,3,136,1965,Madera,Paja,18,7,11,0,18,0,2417896,75,F,Técnica,Sí,Sí,Sí,No,Sí,Sí,Propia
VIV_004911,Valpo,Casa pareada,2,1,184.7,2014,Madera,Losa,5,3,2,4,0,1,2254526,29,F,Técnica,No,Sí,Sí,Sí,No,No,Cedida
VIV_004912,Ñuñoa,Departamento,4,2,160.9,1958,Adobe,Paja,12,5,7,2,1,9,311957,66,F,Sin estudios,Sí,No,No,No,No,Sí,Cedida
VIV_004913,Puerto Montt,Casa,2,2,130.2,2018,Adobe,Zinc,2,2,0,2,0,0,2714233,27,M,Universitaria,Sí,Sí,No,Sí,No,Sí,Propia
VIV_004914,Talcahuano,Mediagua,2,1,71.3,1985,Adobe,Zinc,6,0,6,2,2,2,1153667,57,M,Media,Sí,No,Sí,No,Sí,Sí,Arrendada
VIV_004915,San Antonio,Mediagua,2,2,92.2,1986,Madera,Losa,4,4,0,3,1,0,1578752,76,F,Técnica,No,Sí,No,Sí,No,No,Arrendada
VIV_004916,Villarrica,Casa,1,1,38.4,1976,Madera,Losa,4,4,0,3,0,1,2813930,54,F,Sin estudios,Sí,No,Sí,No,No,Sí,Propia
VIV_004917,Talca,Departamento,3,2,169.3,1955,Adobe,Zinc,7,0,7,2,1,4,1534441,26,M,Básica,Sí,Sí,Sí,No,No,No,Propia
VIV_004918,Los Ángeles,Casa pareada,4,3,87.8,2022,Adobe,Tejas,15,13,2,4,1,10,1105925,19,F,Básica,Sí,No,No,No,Sí,Sí,Cedida
VIV_004919,Puente Alto,Casa,5,3,197.8,1951,Hormigón,Tejas,20,9,11,1,0,19,637607,42,F,Sin estudios,Sí,Sí,Sí,Sí,Sí,Sí,Arrendada
VIV_004920,Antofagasta,Departamento,4,1,114.4,1965,Adobe,Tejas,16,15,1,3,2,11,2243559,50,M,Básica,Sí,No,Sí,No,No,No,Cedida
VIV_004921,Osorno,Departamento,4,3,32.8,1961,Adobe,Paja,13,8,5,0,1,12,931299,51,F,Media,No,Sí,No,Sí,No,Sí,Cedida
VIV_004922,Los Andes,Departamento,2,3,132.4,2014,Madera,Zinc,10,10,0,4,2,4,2195570,57,F,Universitaria,No,Sí,No,No,No,No,Propia
VIV_004923,Villa Alemana,Casa pareada,3,2,81.9,1955,Adobe,Tejas,7,6,1,1,2,4,2908483,36,M,Media,No,No,No,No,Sí,No,Propia
VIV_004924,Providencia,Casa pareada,3,2,139.5,1985,Hormigón,Tejas,11,3,8,0,11,0,2668005,31,F,Sin estudios,No,No,Sí,Sí,Sí,Sí,Cedida
VIV_004925,Calama,Mediagua,5,1,51.1,2000,Madera,Paja,20,18,2,4,5,11,2974390,64,M,Universitaria,Sí,No,Sí,No,Sí,No,Cedida
VIV_004926,Osorno,Casa,1,2,124.4,1971,Madera,Losa,3,0,3,2,0,1,2305424,60,F,Media,No,Sí,Sí,No,Sí,Sí,Propia
VIV_004927,Concepción,Mediagua,5,2,83.4,1962,Hormigón,Paja,11,6,5,1,4,6,661098,42,M,Sin estudios,No,No,No,Sí,No,No,Cedida
VIV_004928,Punta Arenas,Casa pareada,5,1,189.4,1982,Ladrillo,Losa,8,7,1,1,7,0,1424196,25,M,Media,No,No,No,No,No,Sí,Arrendada
VIV_004929,Viña del Mar,Departamento,1,1,193.1,1957,Adobe,Tejas,4,1,3,1,3,0,1531336,74,M,Técnica,Sí,Sí,No,Sí,Sí,No,Ocupación irregular
VIV_004930,Puente Alto,Departamento,4,3,93.2,2003,Madera,Losa,13,7,6,3,4,6,1827220,52,M,Básica,No,No,Sí,Sí,Sí,No,Arrendada
VIV_004931,Las Condes,Casa,5,1,56.6,1988,Madera,Tejas,8,4,4,4,0,4,496811,65,M,Sin estudios,No,Sí,No,Sí,No,Sí,Ocupación irregular
VIV_004932,Chillán,Departamento,1,3,98.7,1956,Adobe,Paja,2,1,1,0,0,2,1371412,56,F,Media,No,Sí,No,Sí,No,Sí,Arrendada
VIV_004933,Antofagasta,Departamento,1,2,80.3,1983,Hormigón,Paja,2,2,0,1,1,0,2730597,27,F,Básica,No,Sí,Sí,No,Sí,Sí,Arrendada
VIV_004934,Coyhaique,Casa,5,2,181.4,2012,Madera,Paja,14,5,9,4,8,2,1306244,46,M,Técnica,No,No,No,No,No,Sí,Arrendada
VIV_004935,Quillota,Mediagua,2,2,58.9,1985,Madera,Zinc,5,5,0,4,1,0,606516,42,F,Técnica,No,No,Sí,Sí,Sí,No,Cedida
VIV_004936,Concepción,Casa pareada,3,1,76.4,1989,Adobe,Paja,2,0,2,1,1,0,2438529,63,M,Sin estudios,No,No,No,Sí,Sí,No,Cedida
VIV_004937,Maipú,Mediagua,4,1,176.1,2020,Madera,Losa,4,0,4,3,0,1,1567129,51,M,Básica,No,No,No,Sí,Sí,No,Cedida
VIV_004938,Coquimbo,Casa pareada,1,1,169.5,1974,Ladrillo,Paja,1,0,1,1,0,0,2601842,22,M,Técnica,Sí,Sí,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_004939,Castro,Casa pareada,4,3,88.3,1963,Adobe,Paja,16,9,7,1,4,11,2518627,21,F,Universitaria,Sí,No,No,Sí,Sí,No,Propia
VIV_004940,Villarrica,Mediagua,4,1,104.8,1986,Adobe,Paja,9,1,8,4,5,0,2986263,48,F,Básica,No,Sí,Sí,Sí,No,Sí,Arrendada
VIV_004941,Iquique,Casa pareada,5,3,145.3,1954,Hormigón,Losa,4,1,3,1,0,3,2131917,51,M,Universitaria,No,No,No,No,Sí,No,Arrendada
VIV_004942,Putre,Casa,4,1,157.5,1973,Madera,Paja,12,8,4,0,4,8,1917754,37,M,Media,No,No,Sí,Sí,No,No,Arrendada
VIV_004943,Quilpué,Mediagua,2,2,187.1,1950,Adobe,Zinc,1,1,0,0,0,1,2718066,70,M,Universitaria,No,Sí,No,No,Sí,Sí,Ocupación irregular
VIV_004944,Arica,Casa pareada,5,2,111,2019,Hormigón,Zinc,19,6,13,2,8,9,1271901,52,M,Universitaria,No,No,No,Sí,Sí,No,Cedida
VIV_004945,Vallenar,Mediagua,5,2,179.5,1984,Adobe,Losa,16,6,10,0,0,16,1530852,24,M,Universitaria,No,No,No,Sí,Sí,No,Arrendada
VIV_004946,Iquique,Departamento,2,3,137,1957,Adobe,Paja,6,3,3,3,3,0,1332172,32,M,Media,Sí,No,No,No,No,No,Cedida
VIV_004947,Calama,Casa pareada,5,3,162.5,1999,Adobe,Paja,2,1,1,1,0,1,402898,62,F,Básica,Sí,Sí,Sí,Sí,Sí,Sí,Arrendada
VIV_004948,Coyhaique,Casa,3,2,115.1,1988,Adobe,Tejas,5,2,3,1,2,2,1254844,53,F,Técnica,Sí,Sí,Sí,Sí,No,Sí,Propia
VIV_004949,Concepción,Mediagua,3,3,107.3,1992,Hormigón,Tejas,1,0,1,1,0,0,1141226,57,F,Técnica,Sí,Sí,Sí,Sí,Sí,No,Cedida
VIV_004950,Los Ángeles,Mediagua,2,3,109,2022,Ladrillo,Paja,4,0,4,4,0,0,1614631,80,M,Básica,No,No,No,No,Sí,No,Cedida
VIV_004951,valparaiso,Departamento,4,3,83.3,1972,Ladrillo,Tejas,7,1,6,1,3,3,1663758,24,M,Sin estudios,No,No,Sí,No,No,Sí,Propia
VIV_004952,Rancagua,Departamento,2,3,198.7,1953,Adobe,Tejas,8,5,3,3,3,2,1820164,78,M,Universitaria,Sí,No,No,No,Sí,No,Arrendada
VIV_004953,Villarrica,Casa,5,1,103.7,2003,Madera,Tejas,10,8,2,0,3,7,567906,65,M,Básica,Sí,No,No,Sí,Sí,Sí,Ocupación irregular
VIV_004954,Providencia,Mediagua,2,2,125.2,2017,Hormigón,Losa,5,4,1,1,0,4,1487632,77,F,Media,No,No,No,Sí,Sí,No,Ocupación irregular
VIV_004955,Quillota,Departamento,1,3,115,2003,Ladrillo,Losa,4,3,1,3,1,0,709130,76,F,Técnica,Sí,Sí,No,No,No,Sí,Arrendada
VIV_004956,Villa Alemana,Casa pareada,4,3,124.4,1960,Ladrillo,Zinc,3,1,2,1,0,2,1266745,66,F,Básica,No,Sí,Sí,No,Sí,Sí,Ocupación irregular
VIV_004957,Iquique,Mediagua,5,3,195.4,2006,Hormigón,Losa,18,0,18,3,5,10,559509,38,F,Media,No,Sí,No,No,Sí,Sí,Propia
VIV_004958,Curicó,Casa,1,1,148.6,1963,Hormigón,Tejas,3,3,0,3,0,0,1813293,66,M,Sin estudios,Sí,Sí,Sí,No,Sí,No,Arrendada
VIV_004959,Puerto Montt,Casa pareada,4,2,122.2,1976,Madera,Losa,6,2,4,3,3,0,823859,21,M,Básica,No,No,No,Sí,Sí,No,Propia
VIV_004960,Osorno,Media agua,4,1,132.3,1988,Madera,Tejas,11,3,8,4,2,5,2590569,22,M,Sin estudios,Sí,Sí,No,Sí,No,Sí,Ocupación irregular
VIV_004961,Arica,Departamento,2,3,138.9,1972,Hormigón,Paja,2,1,1,0,0,2,2163925,79,M,Básica,Sí,Sí,Sí,Sí,No,No,Ocupación irregular
VIV_004962,Ovalle,Casa,3,2,120,1990,Hormigón,Losa,8,0,8,1,5,2,2680463,70,M,Sin estudios,Sí,Sí,Sí,Sí,No,Sí,Propia
VIV_004963,San Fernando,Casa,1,3,171,2023,Ladrillo,Losa,3,1,2,0,0,3,498294,60,M,Básica,Sí,Sí,No,No,No,No,Arrendada
VIV_004964,San Bernardo,Mediagua,3,1,142,2009,Madera,Tejas,7,2,5,4,0,3,1935149,53,F,Universitaria,Sí,No,Sí,Sí,No,Sí,Ocupación irregular
VIV_004965,Arica,Casa pareada,5,2,129.1,1999,LADRILLO,Eternit,7,1,6,4,2,1,2240217,24,F,Sin estudios,Sí,No,No,Sí,Sí,Sí,Cedida
VIV_004966,Copiapó,Casa,3,1,43.5,2015,Ladrillo,Paja,1,0,1,1,0,0,596122,45,F,Media,No,Sí,Sí,Sí,No,Sí,Arrendada
VIV_004967,Concepción,Casa pareada,4,3,194.8,1977,Adobe,Tejas,1,0,1,1,0,0,2689238,41,M,Sin estudios,No,Sí,No,Sí,Sí,No,Ocupación irregular
VIV_004968,Ovalle,Casa,3,2,42.1,1970,Adobe,Losa,2,0,2,1,0,1,393857,80,F,Media,No,No,Sí,No,No,Sí,Propia
VIV_004969,Iquique,Casa,4,2,136.5,2004,Adobe,Paja,7,7,0,1,4,2,1152143,38,F,Sin estudios,Sí,No,No,Sí,No,No,Cedida
VIV_004970,Providencia,Departamento,3,2,179.3,1963,Adobe,Tejas,3,1,2,0,3,0,1807294,39,F,Básica,No,Sí,No,No,Sí,No,Propia
VIV_004971,Vallenar,Departamento,4,2,177.1,1980,Hormigón,Losa,4,4,0,3,0,1,468386,33,M,Universitaria,No,Sí,No,No,Sí,Sí,Ocupación irregular
VIV_004972,Vallenar,Casa pareada,5,2,129.2,1994,Adobe,Tejas,20,3,17,1,1,18,1116853,42,F,Media,No,No,Sí,No,No,No,Cedida
VIV_004973,Ñuñoa,Casa,5,3,108.4,1986,Hormigón,Losa,14,11,3,1,1,12,641865,61,M,Sin estudios,No,Sí,No,Sí,Sí,No,Ocupación irregular
VIV_004974,Talcahuano,casa,1,1,141.3,1999,Adobe,Losa,2,1,1,0,1,1,1990270,56,M,Media,No,Sí,No,Sí,No,Sí,Propia
VIV_004975,La Serena,Casa,5,1,197.7,1979,Hormigón,Losa,2,0,2,1,0,1,1500953,22,M,Básica,Sí,Sí,Sí,No,Sí,No,Ocupación irregular
VIV_004976,San Antonio,Casa,2,2,132.1,1973,Madera,Tejas,6,3,3,1,3,2,804900,35,M,Universitaria,No,Sí,No,Sí,No,No,Ocupación irregular
VIV_004977,Puente Alto,Casa pareada,1,3,59.4,2002,Madera,Losa,4,4,0,4,0,0,704753,32,F,Universitaria,Sí,Sí,Sí,No,No,No,Propia
VIV_004978,Villarrica,Mediagua,4,2,136.5,1978,HORMIGÓN,tejas,5,5,0,2,3,0,1638575,37,F,Básica,No,No,No,No,No,Sí,Arrendada
VIV_004979,Quilpué,Mediagua,2,3,134.8,1959,Adobe,Losa,2,2,0,0,2,0,2654173,19,F,Técnica,No,Sí,Sí,Sí,No,No,Ocupación irregular
VIV_004980,La Florida,Casa pareada,5,1,53.6,1967,Ladrillo,Paja,20,3,17,1,10,9,2513411,45,F,Técnica,No,Sí,No,No,Sí,Sí,Propia
VIV_004981,Quilpué,Mediagua,2,1,106.9,1950,Ladrillo,Losa,2,2,0,2,0,0,658048,28,F,Básica,Sí,Sí,No,Sí,Sí,No,Propia
VIV_004982,Antofagasta,Departamento,2,1,143.6,1975,Concrete,ZINC,6,3,3,4,0,2,2849360,27,F,Técnica,Sí,No,No,No,No,Sí,Ocupación irregular
VIV_004983,Los Ángeles,Departamento,4,1,173.2,1954,Ladrillo,Losa,16,10,6,4,3,9,461590,59,F,Sin estudios,No,No,No,No,Sí,Sí,Cedida
VIV_004984,Talca,Mediagua,4,3,132.3,1969,Ladrillo,Tejas,3,1,2,0,3,0,2815449,39,M,Básica,Sí,Sí,No,No,No,Sí,Cedida
VIV_004985,Villa Alemana,Mediagua,3,1,144.7,1972,Madera,Tejas,2,0,2,1,1,0,1277379,37,F,Universitaria,Sí,No,Sí,No,Sí,Sí,Cedida
VIV_004986,Punta Arenas,Casa,3,1,76.5,1983,Madera,Paja,3,2,1,3,0,0,1556409,35,M,Básica,No,Sí,Sí,Sí,No,Sí,Ocupación irregular
VIV_004987,Arica,Mediagua,3,1,60.6,1962,Hormigón,Paja,3,3,0,2,1,0,779128,48,F,Sin estudios,Sí,Sí,Sí,Sí,Sí,Sí,Propia
VIV_004988,Villa Alemana,Casa pareada,2,2,158.2,1980,Ladrillo,Zinc,6,6,0,1,2,3,2102652,75,M,Universitaria,Sí,Sí,No,No,Sí,No,Propia
VIV_004989,Antofagasta,Casa,2,2,159.5,1967,Wood,tejas,6,4,2,2,1,3,1042584,75,M,Técnica,Sí,No,No,Sí,No,No,Cedida
VIV_004990,Villa Alemana,Mediagua,1,1,150.7,1960,Adobe,Zinc,4,0,4,1,2,1,1076877,53,M,Sin estudios,No,No,Sí,Sí,Sí,Sí,Cedida
VIV_004991,Alto Hospicio,Departamento,1,2,45.7,2021,Madera,Tejas,4,0,4,2,0,2,921135,43,M,Básica,No,No,Sí,No,No,No,Propia
VIV_004992,Putre,Casa pareada,4,1,43.4,1956,Ladrillo,Paja,16,8,8,0,3,13,793404,32,M,Básica,No,No,Sí,Sí,No,Sí,Propia
VIV_004993,Talca,Departamento,4,2,80,1987,Madera,Paja,15,5,10,1,14,0,939244,38,M,Técnica,Sí,Sí,No,Sí,Sí,No,Arrendada
VIV_004994,Valparaíso,Casa pareada,1,3,176.5,1950,Hormigón,Zinc,4,2,2,3,0,1,2194285,38,M,Media,Sí,Sí,No,Sí,Sí,No,Arrendada
VIV_004995,La Florida,Departamento,4,3,70.8,1963,Hormigón,Zinc,1,0,1,1,0,0,2600732,67,M,Técnica,Sí,No,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_004996,Valparaíso,Casa,1,1,124.1,1960,LADRILLO,ZINC,3,3,0,1,1,1,2696574,41,F,Media,Sí,Sí,Sí,Sí,Sí,No,Arrendada
VIV_004997,Las Condes,Casa,2,2,71,2016,Ladrillo,Tejas,8,1,7,3,3,2,2368320,25,F,Media,Sí,Sí,Sí,No,No,Sí,Cedida
VIV_004998,Alto Hospicio,Departamento,2,2,76.8,1973,Ladrillo,Paja,7,1,6,0,4,3,1870488,42,F,Básica,No,No,No,Sí,Sí,No,Ocupación irregular
VIV_004999,Quillota,Mediagua,1,2,73.4,2010,Hormigón,Losa,4,1,3,1,3,0,2443604,21,F,Media,Sí,No,No,Sí,No,Sí,Propia
VIV_005000,Quilpué,Mediagua,1,1,94.3,1993,Madera,Paja,1,0,1,1,0,0,2295297,53,M,Técnica,Sí,No,Sí,Sí,Sí,No,Arrendada
VIV_005001,Alto Hospicio,Mediagua,4,3,44,1977,Ladrillo,Tejas,9,9,0,0,7,2,521291,55,M,Universitaria,No,Sí,Sí,Sí,No,No,Cedida
VIV_005002,Osorno,Mediagua,3,1,154,2008,Wood,Chapa,11,0,11,3,4,4,2069722,30,F,Sin estudios,Sí,Sí,Sí,No,Sí,Sí,Cedida
VIV_005003,Valparaíso,Casa,1,2,41.6,1992,Madera,Zinc,2,1,1,0,1,1,1166790,61,M,Básica,No,Sí,No,No,No,Sí,Propia
VIV_005004,Quilpué,Casa pareada,5,2,193.5,1966,Adobe,Paja,1,0,1,1,0,0,2441807,50,F,Universitaria,No,No,No,Sí,Sí,Sí,Arrendada
VIV_005005,Arica,Casa pareada,4,1,153.4,2017,Hormigón,Losa,12,4,8,4,1,7,2275101,21,M,Universitaria,No,No,No,No,Sí,No,Cedida
VIV_005006,Calama,Mediagua,2,1,176.5,1993,Adobe,Losa,1,1,0,0,1,0,1901964,62,F,Técnica,No,Sí,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_005007,Talcahuano,Casa,5,3,139.2,2010,Adobe,Tejas,8,4,4,3,4,1,2222209,80,F,Técnica,No,Sí,No,Sí,Sí,No,Cedida
VIV_005008,Concepción,Casa,3,2,85.4,1955,Ladrillo,Losa,9,1,8,4,0,5,2467893,36,F,Básica,Sí,Sí,Sí,No,Sí,No,Cedida
VIV_005009,Antofagasta,Casa pareada,4,1,37.3,1997,Ladrillo,Tejas,14,13,1,2,10,2,2071357,74,M,Media,Sí,No,Sí,Sí,Sí,No,Cedida
VIV_005010,Viña del Mar,Mediagua,2,2,176.5,1987,Hormigón,Tejas,2,1,1,0,0,2,1885878,26,F,Media,No,Sí,Sí,No,No,Sí,Arrendada
VIV_005011,Temuco,Casa,3,2,152.8,1972,Adobe,Paja,2,0,2,0,1,1,2402873,59,F,Técnica,No,Sí,Sí,No,Sí,Sí,Cedida
VIV_005012,Arica,Departamento,5,2,109.1,1956,Madera,Paja,7,2,5,2,3,2,1856835,72,F,Media,No,Sí,Sí,No,No,No,Cedida
VIV_005013,Arica,Casa,2,1,142.5,2011,Adobe,Paja,1,0,1,0,0,1,1183729,43,F,Sin estudios,Sí,Sí,No,No,Sí,Sí,Cedida
VIV_005014,La Serena,Casa pareada,2,2,99.9,2023,Wood,Eternit,4,0,4,0,0,4,2679245,43,F,Básica,Sí,No,No,No,Sí,Sí,Ocupación irregular
VIV_005015,Ñuñoa,Mediagua,5,3,99,2012,Hormigón,Zinc,20,14,6,4,16,0,1186500,66,M,Sin estudios,No,No,Sí,No,No,Sí,Ocupación irregular
VIV_005016,Maipú,Departamento,5,2,91.8,1978,Madera,Losa,12,3,9,2,4,6,1515246,52,F,Técnica,No,No,Sí,Sí,No,Sí,Ocupación irregular
VIV_005017,Viña del Mar,Casa,5,2,87.6,1980,Hormigón,Tejas,18,14,4,0,11,7,815436,20,F,Técnica,No,Sí,Sí,No,Sí,No,Ocupación irregular
VIV_005018,Chillán,Casa pareada,1,3,181,1957,Adobe,Losa,3,1,2,1,1,1,857993,28,F,Técnica,No,Sí,No,Sí,Sí,No,Arrendada
VIV_005019,Castro,Casa,3,3,130.4,1988,Madera,Paja,20,1,19,2,1,17,2544861,37,M,Sin estudios,Sí,Sí,No,No,No,Sí,Ocupación irregular
VIV_005020,Quillota,Casa pareada,3,2,107.1,2002,Ladrillo,Paja,11,2,9,0,5,6,2921835,77,F,Media,Sí,Sí,Sí,No,No,No,Cedida
VIV_005021,Talcahuano,Casa,2,3,182.5,2009,Ladrillo,Tejas,3,1,2,0,3,0,2403498,53,M,Media,Sí,No,Sí,Sí,No,No,Ocupación irregular
VIV_005022,Copiapó,Departamento,3,3,119.3,1955,Madera,Losa,8,3,5,0,8,0,1133354,48,M,Básica,No,Sí,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_005023,Chillán,Casa,4,2,96.7,1953,Madera,Paja,6,0,6,1,0,5,2105115,76,M,Media,Sí,No,Sí,Sí,Sí,No,Cedida
VIV_005024,San Bernardo,Casa,5,2,111.2,1959,Ladrillo,Losa,3,2,1,1,2,0,389276,70,M,Sin estudios,Sí,No,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_005025,Los Ángeles,Casa,2,3,38,1981,Adobe,Paja,1,1,0,1,0,0,1284300,74,M,Básica,No,Sí,Sí,No,Sí,Sí,Arrendada
VIV_005026,Los Ángeles,Mediagua,5,3,107.8,1974,Hormigón,Paja,15,13,2,1,4,10,2964891,59,M,Básica,No,No,Sí,No,Sí,Sí,Propia
VIV_005027,Punta Arenas,Departamento,5,1,194.6,1985,Adobe,Losa,19,2,17,3,4,12,2823869,68,M,Técnica,No,Sí,No,No,No,Sí,Cedida
VIV_005028,Stgo,Mediagua,5,1,174,1994,Hormigón,Tejas,18,1,17,4,1,13,2153195,26,M,Universitaria,Sí,Sí,No,Sí,No,No,Ocupación irregular
VIV_005029,La Florida,Casa,4,1,151.3,1952,Madera,Zinc,12,9,3,4,7,1,2741766,58,M,Técnica,Sí,Sí,Sí,Sí,No,No,Cedida
VIV_005030,Maipú,Departamento,4,3,91.1,2003,Adobe,Zinc,14,0,14,2,4,8,367741,74,F,Sin estudios,Sí,Sí,Sí,No,No,Sí,Cedida
VIV_005031,Quilpué,Mediagua,3,2,101.2,1988,Adobe,Paja,7,5,2,1,0,6,583579,46,F,Técnica,No,No,Sí,Sí,Sí,Sí,Arrendada
VIV_005032,Alto Hospicio,Departamento,5,3,134.5,1975,Concrete,tejas,13,3,10,4,6,3,2979315,28,M,Media,Sí,No,Sí,No,Sí,No,Ocupación irregular
VIV_005033,Valdivia,Departamento,3,1,95.5,1978,Hormigón,Tejas,10,8,2,1,6,3,2296600,29,M,Universitaria,No,No,Sí,No,Sí,Sí,Cedida
VIV_005034,Puente Alto,Casa pareada,5,2,190.7,1995,Hormigón,Tejas,13,13,0,0,2,11,2464649,51,F,Universitaria,No,Sí,Sí,No,Sí,No,Cedida
VIV_005035,Puerto Montt,Mediagua,1,2,89,1994,Madera,Paja,1,0,1,0,1,0,2626930,58,F,Media,Sí,No,Sí,No,Sí,Sí,Cedida
VIV_005036,Santiago,Casa,2,3,196.9,2022,Ladrillo,Tejas,4,2,2,3,0,1,1839644,78,M,Técnica,Sí,Sí,Sí,No,No,No,Arrendada
VIV_005037,Villarrica,Mediagua,2,2,108.2,1995,Hormigón,Paja,7,1,6,1,4,2,305311,46,F,Básica,Sí,Sí,No,Sí,No,Sí,Arrendada
VIV_005038,Maipú,Mediagua,4,1,143.3,2014,Ladrillo,Paja,3,0,3,0,1,2,458516,51,M,Universitaria,No,No,Sí,Sí,Sí,No,Arrendada
VIV_005039,Ñuñoa,Departamento,1,2,97.6,2013,Hormigón,Tejas,4,3,1,0,0,4,2051466,80,F,Media,Sí,Sí,Sí,No,Sí,Sí,Arrendada
VIV_005040,Maipú,Mediagua,2,1,60.7,1999,Adobe,Zinc,3,0,3,0,3,0,1232765,59,M,Básica,No,Sí,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_005041,Iquique,Casa,1,3,153.3,1961,Adobe,Paja,4,1,3,2,2,0,2364209,63,M,Técnica,No,Sí,No,Sí,No,Sí,Cedida
VIV_005042,Talcahuano,Casa,1,1,139,1970,LADRILLO,ZINC,4,4,0,0,4,0,2537954,63,M,Básica,Sí,No,Sí,No,Sí,Sí,Cedida
VIV_005043,Talca,Departamento,1,2,193.3,2018,Adobe,Losa,3,0,3,2,1,0,1757939,36,F,Media,No,Sí,No,No,No,Sí,Arrendada
VIV_005044,Punta Arenas,Mediagua,4,2,41.4,1983,Adobe,Zinc,5,3,2,2,3,0,1269840,67,F,Sin estudios,Sí,No,Sí,Sí,No,Sí,Cedida
VIV_005045,Puente Alto,Casa,2,3,115.7,1959,Ladrillo,Paja,7,1,6,4,0,3,433202,54,F,Media,No,Sí,No,Sí,No,No,Cedida
VIV_005046,Villa Alemana,Departamento,4,3,54.9,1962,Ladrillo,Tejas,13,12,1,3,7,3,2822259,47,M,Media,Sí,Sí,No,Sí,Sí,Sí,Cedida
VIV_005047,Quilpué,Mediagua,3,3,130.9,1995,Madera,Zinc,1,0,1,0,0,1,2957999,64,M,Básica,Sí,Sí,No,No,Sí,No,Ocupación irregular
VIV_005048,Putre,Departamento,2,2,164.1,1997,Adobe,Losa,8,3,5,1,5,2,1877691,60,M,Sin estudios,No,Sí,No,No,No,No,Ocupación irregular
VIV_005049,Punta Arenas,Mediagua,1,3,73,2018,Madera,Losa,4,4,0,4,0,0,2991182,26,F,Técnica,No,Sí,Sí,No,Sí,No,Arrendada
VIV_005050,Providencia,Casa,4,3,179.5,2021,Madera,Tejas,15,4,11,1,14,0,556712,72,M,Sin estudios,Sí,Sí,No,No,No,No,Arrendada
VIV_005051,Arica,Departamento,3,3,137.6,2023,Madera,Losa,3,0,3,1,0,2,1711113,62,F,Sin estudios,No,No,Sí,Sí,No,No,Propia
VIV_005052,Providencia,Departamento,3,1,160.3,2010,Ladrillo,Losa,1,1,0,1,0,0,2161610,75,F,Básica,Sí,No,Sí,Sí,No,Sí,Cedida
VIV_005053,La Serena,Casa pareada,1,3,109,1965,Hormigón,Zinc,1,0,1,1,0,0,2248524,76,F,Sin estudios,Sí,Sí,Sí,No,Sí,Sí,Cedida
VIV_005054,Coquimbo,Casa pareada,4,3,77.5,1977,Adobe,Tejas,15,5,10,0,9,6,390533,24,M,Sin estudios,No,Sí,Sí,No,No,No,Arrendada
VIV_005055,Villa Alemana,Casa,4,2,108.7,1952,Adobe,Paja,4,2,2,2,1,1,2287463,21,M,Sin estudios,Sí,Sí,Sí,Sí,Sí,Sí,Propia
VIV_005056,Arica,Departamento,4,3,118.8,2006,Wood,tejas,15,11,4,0,7,8,678027,45,M,Universitaria,Sí,No,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_005057,Quillota,Mediagua,4,1,97.8,1997,Adobe,Zinc,9,3,6,1,8,0,2642544,49,M,Universitaria,No,Sí,No,No,No,No,Propia
VIV_005058,Santiago,Casa pareada,1,3,180.3,1983,Adobe,Paja,3,1,2,3,0,0,573364,40,F,Sin estudios,No,No,Sí,No,Sí,No,Cedida
VIV_005059,Villarrica,Casa,1,3,48.7,2011,Adobe,Losa,4,3,1,0,1,3,874780,43,F,Sin estudios,No,Sí,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_005060,PROVIDENCIA,Mediagua,4,3,145.3,1981,Adobe,Paja,16,2,14,2,4,10,1792514,28,M,Media,No,Sí,Sí,Sí,Sí,No,Ocupación irregular
VIV_005061,La Florida,Departamento,1,1,63.5,1956,Hormigón,Zinc,3,1,2,0,0,3,2461999,44,M,Técnica,Sí,Sí,Sí,Sí,Sí,No,Ocupación irregular
